// This research has made use of the NASA Exoplanet Archive, which is operated by the California Institute of Technology, under contract with the National Aeronautics and Space Administration under the Exoplanet Exploration Program.;;;;;;;;;;;;;
Identifier;Host Name;Orbital Period [days];Planet Density [g/cm**3];Distance [pc];Effective Temperature [K];Date of Last Update;Planet Name;Planet Mass [Earth mass];Planet Radius [Earth radii];Year of Discovery;Link to Exoplanet Encyclopaedia;HD Name;HIP Name
// Our solar systen:
kelt_15_b;KELT-15;3,329441;0,36;291;6003;17.03.2016;KELT-15 b;289,2253;16,175;2016;http://exoplanet.eu/catalog/kelt-15_b/;;
kelt_16_b;KELT-16;0,9689951;1,2;395,26;6236;09.02.2017;KELT-16 b;874,0325;15,861;2017;http://exoplanet.eu/catalog/kelt-16_b/;;
kelt_17_b;KELT-17;3,0801716;0,46;210;7454;08.09.2016;KELT-17 b;416,3573;17,094;2016;http://exoplanet.eu/catalog/kelt-17_b/;;
kelt_2_a_b;KELT-2 A;4,1137912;;124,22;6151;14.05.2014;KELT-2 A b;483,717;14,415;2012;http://exoplanet.eu/catalog/kelt-2a_b/;HD 42176;HIP 29301
kelt_3_b;KELT-3;2,7033904;0,75;178;6306;14.05.2014;KELT-3 b;469,415;15,076;2013;http://exoplanet.eu/catalog/kelt-3_b/;;
kelt_4_a_b;KELT-4 A;2,9895932;0,228;210;6206;25.02.2016;KELT-4 A b;286,68266;19,044;2016;http://exoplanet.eu/catalog/kelt-4a_b/;;HIP 51260 A
kelt_6_b;KELT-6;7,8455821;;222;6272;03.09.2015;KELT-6 b;;13,227;2014;http://exoplanet.eu/catalog/kelt-6_b/;;
kelt_6_c;KELT-6;1276;;222;6272;03.09.2015;KELT-6 c;;;2015;http://exoplanet.eu/catalog/kelt-6_c/;;
kelt_7_b;KELT-7;2,7347749;0,442;129;6789;04.06.2015;KELT-7 b;406,8224;17,183;2015;http://exoplanet.eu/catalog/kelt-7_b/;HD 33643;HIP 24323
kelt_8_b;KELT-8;3,24406;0,167;236;5754;03.09.2015;KELT-8 b;275,55861;20,849;2015;http://exoplanet.eu/catalog/kelt-8_b/;HD 343246;
kic_10001893_b;KIC 10001893;0,2197;;;27500;03.10.2014;KIC 10001893 b;;;2014;http://exoplanet.eu/catalog/kic_10001893_b/;;
kic_10001893_c;KIC 10001893;0,32528;;;27500;03.10.2014;KIC 10001893 c;;;2014;;;
kic_10001893_d;KIC 10001893;0,81161;;;27500;03.10.2014;KIC 10001893 d;;;2014;http://exoplanet.eu/catalog/kic_10001893_d/;;
kic_10525077_b;KIC 10525077;854,083;;;6091;05.01.2016;KIC 10525077 b;;5,5;2015;;;
kic_3558849_b;KIC 3558849;1322,3;;;6175;05.01.2016;KIC 3558849 b;;6,9;2015;;;
kic_5437945_b;KIC 5437945;440,7813;;;6340;05.01.2016;KIC 5437945 b;;6,4;2015;;;
kic_5951458_b;KIC 5951458;1320,1;;;6258;05.01.2016;KIC 5951458 b;;6,6;2015;;;
kic_7917485_b;KIC 7917485;840;;;7067;18.08.2016;KIC 7917485 b;;;2016;http://exoplanet.eu/catalog/kic_7917485_b/;;
kic_8540376_b;KOI-7892;31,8099;;;6474;05.01.2016;KIC 8540376 b;;4,1;2015;;;
kic_8540376_c;KOI-7892;75,2;;;6474;05.01.2016;KIC 8540376 c;;2,4;2015;;;
kic_9663113_b;KIC 9663113;572,3847;;;6065;05.01.2016;KIC 9663113 b;;4,6;2015;;;
koi_12_b;KOI-12;17,8552333;;426;6820;14.05.2015;KOI-12 b;3178,3;16,029;2015;;;
koi_13_b;KOI-13;1,763588;3,6;;7650;15.10.2015;KOI-13 b;2949,4624;16,948;2011;http://exoplanet.eu/catalog/kepler-13_b/;;
koi_142_b;KOI-142;10,95416;0,87;339;5471;14.05.2014;KOI-142 b;8,7;3,78;2013;http://exoplanet.eu/catalog/kepler-88_b/;;
koi_142_c;KOI-142;22,3395;;339;5471;14.05.2014;KOI-142 c;198,8;;2013;http://exoplanet.eu/catalog/kepler-88_c/;;
koi_217_b;KOI-217;3,90512;;800;5545;14.05.2014;KOI-217 b;;12,442;2010;;;
koi_351_b;KOI-351;7,008151;;780;6080;14.05.2014;KOI-351 b;;1,31;2013;http://exoplanet.eu/catalog/kepler-90_b/;;
koi_351_c;KOI-351;8,719375;;780;6080;14.05.2014;KOI-351 c;;1,19;2013;http://exoplanet.eu/catalog/kepler-90_c/;;
koi_351_d;KOI-351;59,73667;;780;6080;14.05.2014;KOI-351 d;;2,87;2013;http://exoplanet.eu/catalog/kepler-90_d/;;
koi_351_e;KOI-351;91,93913;;780;6080;14.05.2014;KOI-351 e;;2,66;2013;http://exoplanet.eu/catalog/kepler-90_e/;;
koi_351_f;KOI-351;124,9144;;780;6080;14.05.2014;KOI-351 f;;2,88;2013;http://exoplanet.eu/catalog/kepler-90_f/;;
koi_351_g;KOI-351;210,60697;;780;6080;14.05.2014;KOI-351 g;;8,1;2013;http://exoplanet.eu/catalog/kepler-90_g/;;
koi_351_h;KOI-351;331,60059;;780;6080;14.05.2014;KOI-351 h;;11,3;2013;http://exoplanet.eu/catalog/kepler-90_h/;;
koi_55_b;KOI-55;0,240104;;1180;27730;14.05.2014;KOI-55 b;0,44;0,759;2011;http://exoplanet.eu/catalog/kepler-70_b/;;
koi_55_c;KOI-55;0,342887;;1180;27730;14.05.2014;KOI-55 c;0,655;0,867;2011;http://exoplanet.eu/catalog/kepler-70_c/;;
koi_94_b;KOI-94;3,743208;10,1;;6182;14.05.2014;KOI-94 b;10,5;1,71;2013;http://exoplanet.eu/catalog/kepler-89_b/;;
koi_94_c;KOI-94;10,423648;0,91;;6182;14.05.2014;KOI-94 c;15,6;4,32;2013;http://exoplanet.eu/catalog/kepler-89_c/;;
koi_94_d;KOI-94;22,342989;0,363;;6182;14.05.2014;KOI-94 d;106;11,27;2013;http://exoplanet.eu/catalog/kepler-89_d/;;
koi_94_e;KOI-94;54,32031;0,6;;6182;14.05.2014;KOI-94 e;35;6,56;2013;http://exoplanet.eu/catalog/kepler-89_e/;;
kapteyn_c;Kapteyn;121,54;;3,92;3550;04.06.2014;Kapteyn c;;;2014;http://exoplanet.eu/catalog/kapteyn%27s_c/;HD 33793;HIP 24186
kepler_10_b;Kepler-10;0,837491;8;173;5627;15.10.2015;Kepler-10 b;4,60853;1,481;2011;http://exoplanet.eu/catalog/kepler-10_b/;;
kepler_10_c;Kepler-10;45,294301;7,1;173;5627;02.06.2014;Kepler-10 c;17,2;2,35;2011;http://exoplanet.eu/catalog/kepler-10_c/;;
kepler_100_b;Kepler-100;6,88705;14,25;;5825;14.05.2014;Kepler-100 b;7,34;1,32;2014;http://exoplanet.eu/catalog/kepler-100_b/;;
kepler_100_c;Kepler-100;12,8159;;;5825;13.10.2016;Kepler-100 c;;2,2;2014;http://exoplanet.eu/catalog/kepler-100_c/;;
kepler_100_d;Kepler-100;35,3331;;;5825;13.10.2016;Kepler-100 d;;1,61;2014;http://exoplanet.eu/catalog/kepler-100_d/;;
kepler_1000_b;Kepler-1000;120,0181272;;925;6453;10.05.2016;Kepler-1000 b;;4,76;2016;http://exoplanet.eu/catalog/kepler-1000_b/;;
kepler_1001_b;Kepler-1001;14,30511983;;1009;5491;10.05.2016;Kepler-1001 b;;3,15;2016;http://exoplanet.eu/catalog/kepler-1001_b/;;
kepler_1002_b;Kepler-1002;4,33642933;;425;6144;10.05.2016;Kepler-1002 b;;1,71;2016;http://exoplanet.eu/catalog/kepler-1002_b/;;
kepler_1003_b;Kepler-1003;3,55485691;;873;6109;10.05.2016;Kepler-1003 b;;1,78;2016;http://exoplanet.eu/catalog/kepler-1003_b/;;
kepler_1004_b;Kepler-1004;5,28789787;;1080;4972;10.05.2016;Kepler-1004 b;;6,28;2016;http://exoplanet.eu/catalog/kepler-1004_b/;;
kepler_1005_b;Kepler-1005;6,49801525;;515;5782;10.05.2016;Kepler-1005 b;;1,5;2016;http://exoplanet.eu/catalog/kepler-1005_b/;;
kepler_1006_b;Kepler-1006;19,76172042;;496;5328;10.05.2016;Kepler-1006 b;;1,54;2016;http://exoplanet.eu/catalog/kepler-1006_b/;;
kepler_1007_b;Kepler-1007;5,18500207;;365;4587;10.05.2016;Kepler-1007 b;;1,44;2016;http://exoplanet.eu/catalog/kepler-1007_b/;;
kepler_1008_b;Kepler-1008;12,43931193;;299;5066;10.05.2016;Kepler-1008 b;;1,28;2016;http://exoplanet.eu/catalog/kepler-1008_b/;;
kepler_1009_b;Kepler-1009;11,35011917;;281;4027;10.05.2016;Kepler-1009 b;;2,17;2016;http://exoplanet.eu/catalog/kepler-1009_b/;;
kepler_101_b;Kepler-101;3,4876812;1,45;;5667;25.09.2014;Kepler-101 b;51,1;5,77;2014;http://exoplanet.eu/catalog/kepler-101_b/;;
kepler_101_c;Kepler-101;6,02976;10,5;;5667;25.09.2014;Kepler-101 c;3,78;1,25;2014;http://exoplanet.eu/catalog/kepler-101_c/;;
kepler_1010_b;Kepler-1010;34,2685705;;610;5253;10.05.2016;Kepler-1010 b;;2,32;2016;http://exoplanet.eu/catalog/kepler-1010_b/;;
kepler_1011_b;Kepler-1011;5,75322197;;860;5416;10.05.2016;Kepler-1011 b;;2,87;2016;http://exoplanet.eu/catalog/kepler-1011_b/;;
kepler_1012_b;Kepler-1012;5,50860439;;420;5556;10.05.2016;Kepler-1012 b;;1,29;2016;http://exoplanet.eu/catalog/kepler-1012_b/;;
kepler_1013_b;Kepler-1013;18,93054959;;433;4954;10.05.2016;Kepler-1013 b;;2,15;2016;http://exoplanet.eu/catalog/kepler-1013_b/;;
kepler_1014_b;Kepler-1014;16,57110363;;672;5388;10.05.2016;Kepler-1014 b;;2,39;2016;http://exoplanet.eu/catalog/kepler-1014_b/;;
kepler_1015_b;Kepler-1015;16,00494214;;932;6769;10.05.2016;Kepler-1015 b;;3,55;2016;http://exoplanet.eu/catalog/kepler-1015_b/;;
kepler_1016_b;Kepler-1016;1,95452434;;1239;5821;10.05.2016;Kepler-1016 b;;2,18;2016;http://exoplanet.eu/catalog/kepler-1016_b/;;
kepler_1016_c;Kepler-1016;105,6551369;;1239;5821;10.05.2016;Kepler-1016 c;;3,68;2016;http://exoplanet.eu/catalog/kepler-1016_c/;;
kepler_1017_b;Kepler-1017;7,23400469;;554;5473;10.05.2016;Kepler-1017 b;;1,99;2016;http://exoplanet.eu/catalog/kepler-1017_b/;;
kepler_1018_b;Kepler-1018;49,1013514;;894;5518;10.05.2016;Kepler-1018 b;;2,58;2016;http://exoplanet.eu/catalog/kepler-1018_b/;;
kepler_1019_b;Kepler-1019;1,41122985;;198;4433;10.05.2016;Kepler-1019 b;;1,46;2016;http://exoplanet.eu/catalog/kepler-1019_b/;;
kepler_102_b;Kepler-102;5,28696;;;4909;13.10.2016;Kepler-102 b;;0,47;2014;http://exoplanet.eu/catalog/kepler-102_b/;;
kepler_102_c;Kepler-102;7,07142;;;4909;13.10.2016;Kepler-102 c;;0,58;2014;http://exoplanet.eu/catalog/kepler-102_c/;;
kepler_102_d;Kepler-102;10,3117;13,27;;4909;14.05.2014;Kepler-102 d;3,8;1,18;2014;http://exoplanet.eu/catalog/kepler-102_d/;;
kepler_102_e;Kepler-102;16,1457;4,68;;4909;14.05.2014;Kepler-102 e;8,93;2,22;2013;http://exoplanet.eu/catalog/kepler-102_e/;;
kepler_102_f;Kepler-102;27,4536;;;4909;13.10.2016;Kepler-102 f;;0,88;2014;http://exoplanet.eu/catalog/kepler-102_f/;;
kepler_1020_b;Kepler-1020;96,9151496;;446;5227;10.05.2016;Kepler-1020 b;;2,28;2016;http://exoplanet.eu/catalog/kepler-1020_b/;;
kepler_1021_b;Kepler-1021;13,47469571;;837;5431;10.05.2016;Kepler-1021 b;;2,33;2016;http://exoplanet.eu/catalog/kepler-1021_b/;;
kepler_1022_b;Kepler-1022;10,99469878;;455;4445;10.05.2016;Kepler-1022 b;;2,36;2016;http://exoplanet.eu/catalog/kepler-1022_b/;;
kepler_1023_b;Kepler-1023;62,1387714;;686;5494;10.05.2016;Kepler-1023 b;;2,63;2016;http://exoplanet.eu/catalog/kepler-1023_b/;;
kepler_1024_b;Kepler-1024;66,4162133;;1017;5143;10.05.2016;Kepler-1024 b;;3,91;2016;http://exoplanet.eu/catalog/kepler-1024_b/;;
kepler_1025_b;Kepler-1025;37,3229493;;716;6089;10.05.2016;Kepler-1025 b;;1,98;2016;http://exoplanet.eu/catalog/kepler-1025_b/;;
kepler_1026_b;Kepler-1026;36,5156053;;389;4948;10.05.2016;Kepler-1026 b;;2,21;2016;;;
kepler_1027_b;Kepler-1027;1,9078052;;291;5436;10.05.2016;Kepler-1027 b;;0,89;2016;;;
kepler_1028_b;Kepler-1028;2,51462432;;633;5522;10.05.2016;Kepler-1028 b;;1,33;2016;;;
kepler_1029_b;Kepler-1029;4,41769648;;422;5030;10.05.2016;Kepler-1029 b;;1,26;2016;;;
kepler_103_b;Kepler-103;15,9654;1,38;;5845;14.05.2014;Kepler-103 b;9,7;3,37;2014;;;
kepler_103_c;Kepler-103;179,612;1,47;;5845;14.05.2014;Kepler-103 c;36,1;5,14;2014;;;
kepler_1030_b;Kepler-1030;19,32952416;;795;4983;10.05.2016;Kepler-1030 b;;2,48;2016;;;
kepler_1031_b;Kepler-1031;1,22621732;;741;6011;10.05.2016;Kepler-1031 b;;0,87;2016;;;
kepler_1032_b;Kepler-1032;3,29011795;;607;4647;10.05.2016;Kepler-1032 b;;1,87;2016;;;
kepler_1033_b;Kepler-1033;7,56052806;;1425;5547;10.05.2016;Kepler-1033 b;;2,51;2016;;;
kepler_1034_b;Kepler-1034;12,12400943;;706;5198;10.05.2016;Kepler-1034 b;;2,26;2016;;;
kepler_1035_b;Kepler-1035;2,71407755;;408;5763;10.05.2016;Kepler-1035 b;;1,17;2016;;;
kepler_1036_b;Kepler-1036;122,8808058;;507;5533;10.05.2016;Kepler-1036 b;;3,01;2016;;;
kepler_1037_b;Kepler-1037;1,06378867;;451;5105;10.05.2016;Kepler-1037 b;;1,28;2016;;;
kepler_1038_b;Kepler-1038;148,4603382;;622;5335;10.05.2016;Kepler-1038 b;;3,53;2016;;;
kepler_1039_b;Kepler-1039;0,93488424;;324;4870;10.05.2016;Kepler-1039 b;;1,46;2016;;;
kepler_104_b;Kepler-104;11,427548;;;5711;14.05.2014;Kepler-104 b;;3,1;2014;http://exoplanet.eu/catalog/kepler-104_b/;;
kepler_104_c;Kepler-104;23,668205;;;5711;14.05.2014;Kepler-104 c;;3,13;2014;http://exoplanet.eu/catalog/kepler-104_c/;;
kepler_104_d;Kepler-104;51,755394;;;5711;14.05.2014;Kepler-104 d;;3,58;2014;http://exoplanet.eu/catalog/kepler-104_d/;;
kepler_1040_b;Kepler-1040;201,1214;;473;5694;10.05.2016;Kepler-1040 b;;2,08;2016;;;
kepler_1041_b;Kepler-1041;24,7576421;;979;5957;10.05.2016;Kepler-1041 b;;2,94;2016;;;
kepler_1042_b;Kepler-1042;10,13202575;;659;4815;10.05.2016;Kepler-1042 b;;2,19;2016;;;
kepler_1043_b;Kepler-1043;38,5053398;;838;5629;10.05.2016;Kepler-1043 b;;2,55;2016;;;
kepler_1044_b;Kepler-1044;6,77408868;;1507;5985;10.05.2016;Kepler-1044 b;;2,67;2016;;;
kepler_1045_b;Kepler-1045;26,41045478;;971;5301;10.05.2016;Kepler-1045 b;;2,69;2016;;;
kepler_1046_b;Kepler-1046;14,37508035;;518;5913;10.05.2016;Kepler-1046 b;;1,71;2016;;;
kepler_1047_b;Kepler-1047;56,1886887;;566;5754;10.05.2016;Kepler-1047 b;;2,09;2016;;;
kepler_1047_c;Kepler-1047;3,18897601;;566;5754;10.05.2016;Kepler-1047 c;;0,99;2016;;;
kepler_1048_b;Kepler-1048;6,92101021;;415;4651;10.05.2016;Kepler-1048 b;;1,61;2016;;;
kepler_1049_b;Kepler-1049;3,27346074;;129;3864;10.05.2016;Kepler-1049 b;;0,95;2016;;;
kepler_105_b;Kepler-105;5,4122;;;5827;14.05.2014;Kepler-105 b;;4,81;2013;;;
kepler_105_c;Kepler-105;7,1262;11,2;;5827;07.04.2016;Kepler-105 c;4,6;1,31;2014;http://exoplanet.eu/catalog/kepler-105_c/;;
kepler_1050_b;Kepler-1050;15,3787546;;555;6010;10.05.2016;Kepler-1050 b;;1,6;2016;;;
kepler_1050_c;Kepler-1050;21,1284569;;555;6010;10.05.2016;Kepler-1050 c;;1,48;2016;;;
kepler_1051_b;Kepler-1051;25,96200249;;1021;6675;10.05.2016;Kepler-1051 b;;3,4;2016;;;
kepler_1052_b;Kepler-1052;34,8538276;;1051;5888;10.05.2016;Kepler-1052 b;;2,93;2016;;;
kepler_1053_b;Kepler-1053;2,41435165;;171;4529;10.05.2016;Kepler-1053 b;;0,98;2016;;;
kepler_1054_b;Kepler-1054;4,30655689;;1050;6209;10.05.2016;Kepler-1054 b;;2,63;2016;;;
kepler_1055_b;Kepler-1055;2,29503623;;422;5723;10.05.2016;Kepler-1055 b;;1,23;2016;;;
kepler_1056_b;Kepler-1056;27,495606;;971;6127;10.05.2016;Kepler-1056 b;;3,01;2016;;;
kepler_1057_b;Kepler-1057;14,08827448;;1462;5987;10.05.2016;Kepler-1057 b;;3,36;2016;;;
kepler_1058_b;Kepler-1058;110,96546;;525;4644;10.05.2016;Kepler-1058 b;;2,72;2016;;;
kepler_1059_b;Kepler-1059;3,76419105;;673;4906;10.05.2016;Kepler-1059 b;;1,73;2016;;;
kepler_106_b;Kepler-106;6,16486;;;5858;13.10.2016;Kepler-106 b;;0,82;2014;;;
kepler_106_c;Kepler-106;13,5708;3,28;;5858;14.05.2014;Kepler-106 c;10,44;2,5;2014;;;
kepler_106_d;Kepler-106;23,9802;;;5858;13.10.2016;Kepler-106 d;;0,95;2014;;;
kepler_106_e;Kepler-106;43,8445;3,1;;5858;14.05.2014;Kepler-106 e;11,17;2,56;2014;;;
kepler_1060_b;Kepler-1060;46,8779367;;861;5797;10.05.2016;Kepler-1060 b;;2,38;2016;;;
kepler_1061_b;Kepler-1061;2,75798267;;585;6067;10.05.2016;Kepler-1061 b;;1,98;2016;;;
kepler_1062_b;Kepler-1062;9,30412078;;388;4597;10.05.2016;Kepler-1062 b;;1,76;2016;;;
kepler_1063_b;Kepler-1063;14,07971466;;365;5945;10.05.2016;Kepler-1063 b;;1,49;2016;;;
kepler_1064_b;Kepler-1064;16,54080322;;374;5153;10.05.2016;Kepler-1064 b;;1,55;2016;;;
kepler_1065_b;Kepler-1065;3,60930891;;1078;5635;10.05.2016;Kepler-1065 b;;3,73;2016;;;
kepler_1065_c;Kepler-1065;2,37030743;;1078;5635;10.05.2016;Kepler-1065 c;;1,6;2016;;;
kepler_1066_b;Kepler-1066;1,93155984;;399;5762;10.05.2016;Kepler-1066 b;;2,36;2016;;;
kepler_1067_b;Kepler-1067;0,76212926;;689;5592;10.05.2016;Kepler-1067 b;;0,8;2016;;;
kepler_1068_b;Kepler-1068;16,92344113;;1532;5806;10.05.2016;Kepler-1068 b;;3,63;2016;;;
kepler_1069_b;Kepler-1069;23,8990296;;435;5722;10.05.2016;Kepler-1069 b;;1,6;2016;;;
kepler_107_b;Kepler-107;3,179997;;;5851;14.05.2014;Kepler-107 b;;1,56;2014;http://exoplanet.eu/catalog/kepler-107_b/;;
kepler_107_c;Kepler-107;4,901425;;;5851;14.05.2014;Kepler-107 c;;1,81;2014;http://exoplanet.eu/catalog/kepler-107_c/;;
kepler_107_d;Kepler-107;7,958203;;;5851;14.05.2014;Kepler-107 d;;1,07;2014;http://exoplanet.eu/catalog/kepler-107_d/;;
kepler_107_e;Kepler-107;14,749049;;;5851;14.05.2014;Kepler-107 e;;3,45;2014;http://exoplanet.eu/catalog/kepler-107_e/;;
kepler_1070_b;Kepler-1070;6,2216147;;1040;6261;10.05.2016;Kepler-1070 b;;1,73;2016;http://exoplanet.eu/catalog/kepler-1070_b/;;
kepler_1071_b;Kepler-1071;6,1799844;;964;5215;10.05.2016;Kepler-1071 b;;2,38;2016;http://exoplanet.eu/catalog/kepler-1071_b/;;
kepler_1072_b;Kepler-1072;1,5690665;;976;6199;10.05.2016;Kepler-1072 b;;1,58;2016;http://exoplanet.eu/catalog/kepler-1072_b/;;
kepler_1073_b;Kepler-1073;8,67888593;;837;5792;10.05.2016;Kepler-1073 b;;2,3;2016;http://exoplanet.eu/catalog/kepler-1073_b/;;
kepler_1073_c;Kepler-1073;4,02582254;;837;5792;10.05.2016;Kepler-1073 c;;1,64;2016;http://exoplanet.eu/catalog/kepler-1073_c/;;
kepler_1074_b;Kepler-1074;5,94566534;;245;4002;10.05.2016;Kepler-1074 b;;1,25;2016;http://exoplanet.eu/catalog/kepler-1074_b/;;
kepler_1075_b;Kepler-1075;1,52372816;;265;3959;10.05.2016;Kepler-1075 b;;1,42;2016;http://exoplanet.eu/catalog/kepler-1075_b/;;
kepler_1076_b;Kepler-1076;6,14727918;;199;4868;10.05.2016;Kepler-1076 b;;0,8;2016;http://exoplanet.eu/catalog/kepler-1076_b/;;
kepler_1077_b;Kepler-1077;34,3511874;;1098;5816;10.05.2016;Kepler-1077 b;;2,77;2016;http://exoplanet.eu/catalog/kepler-1077_b/;;
kepler_1078_b;Kepler-1078;3,00725242;;1215;5612;10.05.2016;Kepler-1078 b;;1,9;2016;http://exoplanet.eu/catalog/kepler-1078_b/;;
kepler_1079_b;Kepler-1079;13,24503188;;481;5758;10.05.2016;Kepler-1079 b;;1,63;2016;http://exoplanet.eu/catalog/kepler-1079_b/;;
kepler_108_b;Kepler-108;49,183921;;;5854;14.05.2014;Kepler-108 b;;8,65;2014;http://exoplanet.eu/catalog/kepler-108_b/;;
kepler_108_c;Kepler-108;190,323494;;;5854;14.05.2014;Kepler-108 c;;8,18;2014;http://exoplanet.eu/catalog/kepler-108_c/;;
kepler_1080_b;Kepler-1080;77,2548396;;688;5956;10.05.2016;Kepler-1080 b;;3,28;2016;http://exoplanet.eu/catalog/kepler-1080_b/;;
kepler_1081_b;Kepler-1081;3,85691855;;425;5345;10.05.2016;Kepler-1081 b;;1,01;2016;http://exoplanet.eu/catalog/kepler-1081_b/;;
kepler_1082_b;Kepler-1082;1,5432066;;628;5923;10.05.2016;Kepler-1082 b;;1,12;2016;http://exoplanet.eu/catalog/kepler-1082_b/;;
kepler_1083_b;Kepler-1083;33,4177993;;912;5049;10.05.2016;Kepler-1083 b;;3,36;2016;http://exoplanet.eu/catalog/kepler-1083_b/;;
kepler_1084_b;Kepler-1084;2,05333679;;427;6113;10.05.2016;Kepler-1084 b;;1,11;2016;http://exoplanet.eu/catalog/kepler-1084_b/;;
kepler_1085_b;Kepler-1085;219,3217528;;1518;6000;10.05.2016;Kepler-1085 b;;7,22;2016;http://exoplanet.eu/catalog/kepler-1085_b/;;
kepler_1086_b;Kepler-1086;18,78425728;;464;4350;10.05.2016;Kepler-1086 b;;2,44;2016;http://exoplanet.eu/catalog/kepler-1086_b/;;
kepler_1086_c;Kepler-1086;161,5163345;;464;4350;10.05.2016;Kepler-1086 c;;2,94;2016;http://exoplanet.eu/catalog/kepler-1086_c/;;
kepler_1087_b;Kepler-1087;0,69384285;;354;5589;10.05.2016;Kepler-1087 b;;0,61;2016;http://exoplanet.eu/catalog/kepler-1087_b/;;
kepler_1088_b;Kepler-1088;23,12748644;;300;5975;10.05.2016;Kepler-1088 b;;1,42;2016;http://exoplanet.eu/catalog/kepler-1088_b/;;
kepler_1089_b;Kepler-1089;5,13248562;;227;3753;10.05.2016;Kepler-1089 b;;1,83;2016;http://exoplanet.eu/catalog/kepler-1089_b/;;
kepler_109_b;Kepler-109;6,48163;;;5952;13.10.2016;Kepler-109 b;;2,37;2014;http://exoplanet.eu/catalog/kepler-109_b/;;
kepler_109_c;Kepler-109;21,2227;;;5952;13.10.2016;Kepler-109 c;;2,52;2014;http://exoplanet.eu/catalog/kepler-109_c/;;
kepler_1090_b;Kepler-1090;198,680179;;702;5321;10.05.2016;Kepler-1090 b;;2,25;2016;http://exoplanet.eu/catalog/kepler-1090_b/;;
kepler_1091_b;Kepler-1091;1,43474156;;915;5851;10.05.2016;Kepler-1091 b;;1,46;2016;;;
kepler_1092_b;Kepler-1092;58,6017925;;914;5862;10.05.2016;Kepler-1092 b;;2,07;2016;;;
kepler_1093_b;Kepler-1093;25,0824626;;848;6166;10.05.2016;Kepler-1093 b;;1,95;2016;;;
kepler_1093_c;Kepler-1093;89,722292;;848;6166;10.05.2016;Kepler-1093 c;;1,96;2016;;;
kepler_1094_b;Kepler-1094;78,1000231;;1371;6112;10.05.2016;Kepler-1094 b;;3,18;2016;;;
kepler_1095_b;Kepler-1095;4,27103091;;758;5658;10.05.2016;Kepler-1095 b;;1,21;2016;;;
kepler_1096_b;Kepler-1096;2,89221751;;344;4306;10.05.2016;Kepler-1096 b;;1,24;2016;;;
kepler_1097_b;Kepler-1097;187,747029;;738;5211;10.05.2016;Kepler-1097 b;;3,26;2016;;;
kepler_1098_b;Kepler-1098;2,54307286;;876;5794;10.05.2016;Kepler-1098 b;;1,3;2016;;;
kepler_1099_b;Kepler-1099;2,16845259;;1209;5837;10.05.2016;Kepler-1099 b;;2,83;2016;;;
kepler_11_b;Kepler-11;10,3039;1,72;613;5663;14.05.2014;Kepler-11 b;1,9;1,8;2010;http://exoplanet.eu/catalog/kepler-11_b/;;
kepler_11_c;Kepler-11;13,0241;0,66;613;5663;14.05.2014;Kepler-11 c;2,9;2,87;2010;http://exoplanet.eu/catalog/kepler-11_c/;;
kepler_11_d;Kepler-11;22,6845;1,28;613;5663;14.05.2014;Kepler-11 d;7,3;3,12;2010;http://exoplanet.eu/catalog/kepler-11_d/;;
kepler_11_e;Kepler-11;31,9996;0,58;613;5663;14.05.2014;Kepler-11 e;8;4,19;2010;http://exoplanet.eu/catalog/kepler-11_e/;;
kepler_11_f;Kepler-11;46,6888;0,69;613;5663;14.05.2014;Kepler-11 f;2;2,49;2010;http://exoplanet.eu/catalog/kepler-11_f/;;
kepler_11_g;Kepler-11;118,3807;4;613;5663;14.05.2014;Kepler-11 g;25;3,33;2010;http://exoplanet.eu/catalog/kepler-11_g/;;
kepler_110_b;Kepler-110;12,691112;;;5960;14.05.2014;Kepler-110 b;;1,83;2014;http://exoplanet.eu/catalog/kepler-110_b/;;
kepler_110_c;Kepler-110;31,719775;;;5960;14.05.2014;Kepler-110 c;;2,21;2014;http://exoplanet.eu/catalog/kepler-110_c/;;
kepler_1100_b;Kepler-1100;6,42200058;;940;6247;10.05.2016;Kepler-1100 b;;1,75;2016;http://exoplanet.eu/catalog/kepler-1100_b/;;
kepler_1101_b;Kepler-1101;81,3151059;;897;5614;10.05.2016;Kepler-1101 b;;2,47;2016;http://exoplanet.eu/catalog/kepler-1101_b/;;
kepler_1102_b;Kepler-1102;51,3285623;;986;5724;10.05.2016;Kepler-1102 b;;2,66;2016;http://exoplanet.eu/catalog/kepler-1102_b/;;
kepler_1103_b;Kepler-1103;19,79191978;;921;6092;10.05.2016;Kepler-1103 b;;2,27;2016;http://exoplanet.eu/catalog/kepler-1103_b/;;
kepler_1104_b;Kepler-1104;5,03728015;;516;6417;10.05.2016;Kepler-1104 b;;1,23;2016;http://exoplanet.eu/catalog/kepler-1104_b/;;
kepler_1105_b;Kepler-1105;4,42157218;;369;4299;10.05.2016;Kepler-1105 b;;2,01;2016;http://exoplanet.eu/catalog/kepler-1105_b/;;
kepler_1106_b;Kepler-1106;1,25275217;;1168;6104;10.05.2016;Kepler-1106 b;;1,65;2016;http://exoplanet.eu/catalog/kepler-1106_b/;;
kepler_1107_b;Kepler-1107;0,57103852;;457;5268;10.05.2016;Kepler-1107 b;;1,34;2016;http://exoplanet.eu/catalog/kepler-1107_b/;;
